0;14,00981;0,8182
0;6,949677;0,721289
0;8,152806;0,6907513
0;6,828642;0,7618664
0;14,14147;0,8137741
0;5,644273;0,7738093
0;8,021151;0,6788132
0;14,06666;0,7762477
0;4,784349;0,7808716
0;8,139613;0,6668005
0;9,523135;0,7420809
0;8,375701;0,6917312
0;7,867534;0,691039
0;11,46534;0,7079024
0;11,67061;0,7002453
0;7,313627;0,7723233
0;7,816366;0,7728307
0;12,42109;0,7391704
0;12,23213;0,7142981
0;14,53369;0,8125584
0;13,15251;0,7395775
0;7,618115;0,7267177
0;6,97509;0,7094505
0;10,29794;0,7216542
0;5,49157;0,7182742
0;9,576304;0,738088
0;8,154455;0,6839987
0;7,672522;0,6979719
0;7,650237;0,7517886
0;13,41062;0,7630325
0;11,58529;0,7417384
0;7,683233;0,6834872
0;5,491685;0,6736284
0;10,26321;0,6895608
0;7,163144;0,7454702
0;11,67224;0,7083664
0;13,95148;0,8160588
0;10,16138;0,7324176
0;7,699372;0,6780931
0;12,3238;0,7116387
0;5,900623;0,7670364
0;13,12934;0,7462451
0;7,959421;0,7081396
0;6,887975;0,7179658
0;6,101153;0,7830796
0;4,752282;0,6946096
0;6,25194;0,7241335
0;10,7898;0,6727051
0;10,81604;0,70187
0;12,25704;0,7400597
0;10,87944;0,731664
0;9,082129;0,6919017
0;6,679007;0,7765021
0;5,723919;0,71106
0;13,28804;0,7435061
0;7,919302;0,6945104
0;5,161636;0,6989295
0;9,106961;0,7143805
0;10,10006;0,6957557
0;5,804343;0,6763631
0;7,710329;0,6938747
0;7,991143;0,7387031
0;8,708735;0,7368934
0;4,795083;0,664657
0;4,700121;0,7077636
0;5,784704;0,645139
0;13,95655;0,8201427
0;8,921538;0,7152208
0;14,79288;0,8413209
0;10,90713;0,7050076
0;5,538754;0,745654
0;4,579137;0,6360335
0;6,39796;0,7251881
0;8,751999;0,6835878
0;13,76986;0,8020679
0;8,206137;0,7151525
0;10,00157;0,6943831
0;5,821525;0,6617622
0;9,94225;0,7431576
0;10,58941;0,7000771
0;14,83481;0,8325649
0;5,401012;0,6643721
0;6,923663;0,7296356
0;9,526607;0,6948996
0;8,685276;0,6659126
0;5,798205;0,6530191
0;10,77259;0,6985629
0;11,15142;0,6994477
0;6,650356;0,7744621
0;11,69911;0,7228193
0;5,689495;0,7693926
0;5,366831;0,7873558
0;10,53011;0,6975522
0;9,285171;0,7119375
0;7,448072;0,6586037
0;7,043437;0,7534263
0;9,252707;0,7140663
0;8,711406;0,6847359
0;11,83236;0,7020554
0;6,418593;0,7621014
0;8,924341;0,7198177
0;9,042763;0,7455813
0;12,48626;0,7043445
0;8,808024;0,7445771
0;8,150352;0,706063
0;12,3779;0,7085461
0;5,23475;0,774299
0;4,977971;0,7097583
0;5,158476;0,7829451
0;7,80387;0,746638
0;6,602069;0,7216914
0;7,579969;0,7427676
0;12,57593;0,7209054
0;10,67583;0,6848143
0;9,555025;0,7224243
0;6,389497;0,7317234
0;10,61359;0,6931552
0;4,694294;0,7515296
0;7,004774;0,6935921
0;6,303169;0,7296479
0;12,4204;0,7211133
0;6,976661;0,7120605
0;5,585509;0,7391862
0;5,227478;0,7340267
0;8,860208;0,738614
0;11,57119;0,7125854
0;8,760743;0,7309214
0;14,22596;0,8374365
0;10,87171;0,7098224
0;5,417645;0,7204781
0;12,49194;0,72597
0;7,727472;0,7204082
0;5,273004;0,7088484
0;9,6094;0,7013604
0;13,38554;0,7517571
0;14,12858;0,8040101
0;11,23954;0,7329052
0;4,764925;0,7926226
0;9,209496;0,7102132
0;6,339829;0,6816801
0;7,776156;0,7655771
0;13,09325;0,7466939
0;7,021178;0,7559686
0;10,96816;0,7425153
0;12,57076;0,7313775
0;8,862156;0,6963026
0;6,512379;0,7233246
0;8,977521;0,7205579
0;9,615085;0,7518544
0;7,524547;0,69238
0;8,258669;0,719666
0;4,395997;0,6331472
0;5,355866;0,6615769
0;13,80418;0,7556063
0;6,731575;0,7332826
0;12,29121;0,7488955
0;10,38632;0,6915984
0;9,050728;0,6871157
0;9,904914;0,7461159
0;5,080258;0,6933181
0;5,345256;0,7883267
0;6,052424;0,7160624
0;8,25402;0,7308737
0;6,043913;0,7091075
0;8,593995;0,7111524
0;5,886762;0,6644692
0;14,06288;0,7846981
0;10,21994;0,7359861
0;7,192298;0,7140909
0;14,33005;0,8147875
0;11,96381;0,6981782
0;11,78168;0,776556
0;9,082486;0,6997725
0;6,478722;0,6522122
0;5,21651;0,7416782
0;5,437259;0,6774468
0;9,6008;0,7101419
0;12,18809;0,6852784
0;6,720005;0,6598711
0;9,00016;0,7160689
0;14,0534;0,7832187
0;9,166629;0,754738
0;6,035855;0,7261248
0;5,42499;0,6333613
0;12,56637;0,705314
0;13,18813;0,7464385
0;4,512052;0,7111776
0;6,572487;0,6926088
0;5,903144;0,7681271
0;6,884439;0,6711126
0;7,872034;0,7186134
0;8,30092;0,6867495
0;9,995488;0,711132
0;13,54576;0,7702692
0;10,43801;0,6976682
0;13,82125;0,7631326
0;7,892161;0,7119327
0;10,96423;0,7370241
0;12,06483;0,702656
0;7,758179;0,716857
0;11,90659;0,7075263
0;14,34984;0,8145565
0;6,865125;0,7204016
0;6,615726;0,765652
0;5,809021;0,7397823
0;7,896384;0,713636
0;5,764996;0,7196327
0;7,558413;0,6615593
0;5,917128;0,7154419
0;6,113452;0,6607973
0;5,69939;0,6455321
0;10,10616;0,7244978
0;6,980974;0,7422003
0;11,04513;0,7376252
0;13,28044;0,7777021
0;6,376954;0,6724852
0;4,290025;0,7193111
0;6,354325;0,7226614
