distance;force;result;datetime
7.224133;-0.1731864;5.789911;12.11359
7.224133;0.9661764;-2.943633;14.809865
7.224133;0.8709552;-1.982645;17.426035
7.224133;0.7834153;2.709733;20.234232
7.224133;1.032204;-3.625672;23.103979
7.224133;0.9459773;-2.738057;25.706766
7.224133;0.8507164;-1.777233;28.462186
7.224133;0.7682144;1.586005;30.866039
7.224133;0.8972764;-2.256332;33.351214
7.224133;0.8054968;-3.627713;36.045223
7.224133;0.7048565;0.0;37.61655
7.224133;0.7092388;0.0;39.21138
7.224133;0.7133613;0.0;40.865323
7.224133;0.7172404;0.0;42.501663
7.224133;0.7208914;0.0;44.560829
7.224133;0.7243282;0.0;46.184002
7.224133;0.7275644;0.0;47.846814
7.224133;0.730612;0.0;49.519684
7.224133;0.7334826;0.0;51.205808
7.224133;0.736187;0.0;52.932703
7.224133;0.7387351;0.0;54.631941
7.224133;0.7411365;0.0;56.344861
7.224133;0.7433997;0.0;58.076589
7.224133;0.7455332;0.0;59.807382
7.224133;0.7475444;0.0;61.557577
7.224133;0.7494407;0.0;63.32003
7.224133;0.7512289;0.0;65.09249
7.224133;0.7529153;0.0;66.879063
7.224133;0.7545058;0.0;68.648874
7.224133;0.756006;0.0;70.438795
7.224133;0.7574212;0.0;72.236476
7.224133;0.7587562;0.0;74.0442
7.224133;0.7600158;0.0;75.85666
7.224133;0.7612044;0.0;77.663669
7.224133;0.7623259;0.0;79.472285
7.224133;0.7633842;0.0;81.30676
7.224133;0.7643829;3.053307;84.049108
7.224133;1.057402;-3.897107;86.812701
7.224133;0.9781947;-3.078396;89.5165
7.224133;0.8845515;-2.11981;91.986964
7.224133;0.7952635;-3.159661;94.751663
7.224133;0.6926471;0.0;96.26214
7.224133;0.6977668;0.0;97.806546
7.224133;0.7025809;0.0;99.380304
7.224133;0.7071092;0.0;100.974988
7.224133;0.7113698;0.0;102.568071
7.224133;0.7153793;0.0;104.181016
7.224133;0.7191537;0.0;105.788819
7.224133;0.7227074;0.0;107.461301
7.224133;0.7260541;0.0;109.116378
7.224133;0.7292064;0.0;110.764864
7.224133;0.7321763;0.0;112.433808
7.224133;0.7349747;0.0;114.116621
7.224133;0.737612;0.0;115.810848
7.224133;0.7400978;0.0;117.540419
7.224133;0.7424412;0.0;119.250499
7.224133;0.7446506;0.0;120.984588
7.224133;0.746734;0.0;122.720947
7.224133;0.7486988;0.0;124.50048
7.224133;0.7505519;0.0;126.265462
7.224133;0.7522999;0.0;128.036995
7.224133;0.7539489;0.0;129.829527
7.224133;0.7555047;0.0;131.611908
7.224133;0.7569727;0.0;133.424005
7.224133;0.7583579;0.0;135.226478
7.224133;0.7596651;0.0;137.020828
7.224133;0.7608988;0.0;138.854258
7.224133;0.7620633;0.0;140.65649
7.224133;0.7631624;0.0;142.486856
7.224133;0.7641999;2.191079;145.152458
7.224133;0.9550091;-2.870932;147.809618
7.224133;0.8604395;-1.848281;150.463561
7.224133;0.7768956;3.296164;153.151001
7.224133;1.096713;-4.172596;155.919314
7.224133;1.027553;-3.560884;158.631055
7.224133;0.9412203;-2.673325;161.221614
7.224133;0.8473789;-1.711201;163.77801
7.224133;0.7677506;1.456024;166.170561
7.224133;0.8830542;-2.119049;168.738746
7.224133;0.7945119;-3.104003;171.434915
7.224133;0.6927918;0.0;172.965171
7.224133;0.6979176;0.0;174.523024
7.224133;0.70274;0.0;176.098505
7.224133;0.7072784;0.0;177.686344
7.224133;0.7115505;0.0;179.271359
7.224133;0.7155732;0.0;180.868966
7.224133;0.7193618;0.0;182.50147
7.224133;0.7229307;0.0;184.142917
7.224133;0.7262934;0.0;185.795155
7.224133;0.7294624;0.0;187.441021
7.224133;0.7324495;0.0;189.138514
7.224133;0.7352656;0.0;190.820047
7.224133;0.7379208;0.0;192.51726
7.224133;0.7404249;0.0;194.238079
7.224133;0.7427866;0.0;195.979532
7.224133;0.7450145;0.0;197.718188
7.224133;0.7471164;0.0;199.468147
7.224133;0.7490996;0.0;201.234016
7.224133;0.750971;0.0;202.981955
7.224133;0.7527372;0.0;204.764673
7.224133;0.7544042;0.0;206.547634
7.224133;0.7559777;0.0;208.338086
7.224133;0.7574632;0.0;210.159962
7.224133;0.7588656;0.0;211.960787
7.224133;0.7601898;0.0;213.765722
7.224133;0.7614401;0.0;215.584948
7.224133;0.7626208;0.0;217.400096
7.224133;0.7637359;-1.350421;220.113037
7.224133;0.6960235;0.0;221.652029
7.224133;0.7009573;0.0;223.224665
7.224133;0.7056001;0.0;224.804151
7.224133;0.7099702;0.0;226.394932
7.224133;0.7140847;0.0;228.002105
7.224133;0.7179595;0.0;229.615479
7.224133;0.7216093;0.0;231.244087
7.224133;0.7250481;0.0;232.885021
7.224133;0.7282887;0.0;234.537372
7.224133;0.731343;0.0;236.216097
7.224133;0.7342222;0.0;237.919758
