distance;force;result;datetime
7,224065;0,710999;0;49295.710781
11,35149;0,710999;0;49297.367313
10,50407;0,710999;0;49299.011548
12,07895;0,7159147;0;49300.695416
11,13289;0,710999;0;49302.352389
6,513032;0,710999;0;49304.011043
11,96365;0,7115988;0;49305.754255
13,42062;0,7661365;0;49307.615765
10,05562;0,710999;0;49309.271324
8,159019;0,710999;0;49310.935039
13,96953;0,7866834;0;49312.835252
10,4999;0,710999;0;49314.488157
11,30514;0,710999;0;49316.126382
9,359928;0,710999;0;49317.790081
11,5901;0,710999;0;49319.415807
11,84623;0,710999;0;49321.072896
13,69044;0,7762364;0;49322.937387
12,396;0,7277826;0;49324.647023
13,42595;0,766336;0;49326.481502
11,66842;0,710999;0;49328.108662
13,79499;0,78015;0;49330.008635
13,5613;0,7714025;0;49331.863105
11,22241;0,710999;0;49333.498892
8,093654;0,710999;0;49335.118549
8,285786;0,710999;0;49336.737609
9,621178;0,710999;0;49338.37738
12,67755;0,7383217;0;49340.124263
5,231679;0,710999;0;49341.74294
7,37858;0,710999;0;49343.355769
5,531034;0,710999;0;49344.981993
13,20578;0,7580945;0;49346.77532
6,681798;0,710999;0;49348.396561
6,395423;0,710999;0;49350.015822
8,719358;0,710999;0;49351.640547
5,668918;0,710999;0;49353.267797
12,62262;0,7362655;0;49355.02773
8,447242;0,710999;0;49356.644432
8,970802;0,710999;0;49358.268215
5,543257;0,710999;0;49359.889702
10,68921;0,710999;0;49361.514938
6,096543;0,710999;0;49363.136434
9,222197;0,710999;0;49364.769376
6,596386;0,710999;0;49388.52933
13,73095;0,7777528;0;49390.386026
7,883069;0,710999;0;49392.002847
6,738103;0,710999;0;49393.627264
6,234965;0,710999;0;49395.251478
8,605631;0,710999;0;49396.882298
5,185939;0,710999;0;49398.512192
8,311511;0,710999;0;49400.14961
8,192575;0,710999;0;49401.778587
13,73465;0,7778913;0;49403.640685
4,452391;0,710999;0;49405.266399
9,721696;0,710999;0;49406.897274
13,68878;0,7761743;0;49408.777125
12,31018;0,7245702;0;49410.475697
13,43817;0,7667934;0;49412.326694
6,687174;0,710999;0;49413.929915
7,179142;0,710999;0;49415.54368
5,687574;0,710999;0;49417.160591
9,358594;0,710999;0;49418.809062
5,166323;0,710999;0;49420.467621
