11,13167;0,6882043;9.532294;33.075831
9,971567;0,6882043;8.363402;35.901838
6,498086;0,6882043;0;37.440877
9,37843;0,6882043;0;38.992248
7,452736;0,6882043;0;40.54827
8,170757;0,6882043;0;42.101061
13,05255;0,6882043;11.25517;42.166086
8,675519;0,6882043;0;43.720996
10,32574;0,6882043;8.593177;46.659156
8,242791;0,6882043;0;48.231977
7,487851;0,6882043;0;49.774887
11,94871;0,6882043;10.09919;52.429138
11,71589;0,6882043;9.891734;55.059084
13,86848;0,6882043;12.09761;56.972981
14,09138;0,6882043;12.2858;58.890724
14,44348;0,6882043;12.62974;60.796074
11,12635;0,6882043;9.314274;60.864934
6,492753;0,6882043;0;62.460001
13,1671;0,6882043;11.33115;64.367279
13,92887;0,6882043;12.03956;66.272963
10,34803;0,6882043;8.683294;69.662385
10,11485;0,6882043;0;71.204936
8,470479;0,6882043;0;72.760971
9,169541;0,6882043;7.557633;72.823069
10,86432;0,6882043;0;74.525829
10,06069;0,6882043;0;76.233078
13,121;0,6882043;11.30513;78.170096
11,25228;0,6882043;9.420733;80.705944
7,244705;0,6882043;0;82.245073
8,828736;0,6882043;0;83.803191
13,38497;0,6882043;11.48382;85.721975
10,06745;0,6882043;0;87.468916
7,513652;0,6882043;0;89.007833
8,460426;0,6882043;0;90.577306
13,59014;0,6882043;11.74016;92.499288
8,556335;0,6882043;0;94.048246
7,227139;0,6882043;0;95.578541
9,233998;0,6882043;7.49941;95.644311
11,54799;0,6882043;9.965906;98.126749
7,77201;0,6882043;0;99.660042
12,85818;0,6882043;10.99955;99.722687
8,19589;0,6882043;0;101.266606
7,479696;0,6882043;0;102.814917
7,232519;0,6882043;0;104.340858
13,5213;0,6882043;11.68287;106.26192
10,14311;0,6882043;0;107.80904
12,74519;0,6882043;10.96326;109.76686
12,45633;0,6882043;10.72353;112.696887
7,242945;0,6882043;5.955917;112.765352
10,32332;0,6882043;8.784157;115.344826
10,73819;0,6882043;8.998078;117.915569
8,173655;0,6882043;0;119.453704
7,362976;0,6882043;0;120.990959
7,81347;0,6882043;0;122.548088
7,583797;0,6882043;0;124.096229
12,56681;0,6882043;10.76321;126.880788
10,33681;0,6882043;8.579301;126.949132
14,2492;0,6882043;12.35841;128.862947
5,864607;0,6882043;4.615451;128.930373
6,606898;0,6882043;0;130.510645
4,600863;0,6882043;0;132.055777
8,243739;0,6882043;0;133.606012
6,865064;0,6882043;0;135.155813
